Step Time(ns) rpsystem.singlet rpsystem.t0 rpsystem.tp rpsystem.tm rpsystem.identity 
1 1029 0.324531 0.244156 0.210935 0.220378 1 
1 1030 0.324485 0.244431 0.210859 0.220225 1 
1 1031 0.324542 0.244696 0.210714 0.220048 1 
1 1032 0.324697 0.244944 0.210507 0.219853 1 
1 1033 0.324943 0.245165 0.210248 0.219644 1 
1 1034 0.325274 0.245352 0.209947 0.219427 1 
1 1035 0.325684 0.245498 0.209612 0.219206 1 
1 1036 0.326166 0.245594 0.209255 0.218985 1 
1 1037 0.326713 0.245635 0.208883 0.218769 1 
1 1038 0.327321 0.245615 0.208506 0.218559 1 
1 1039 0.327983 0.245531 0.208129 0.218357 1 
1 1040 0.328696 0.245382 0.207757 0.218165 1 
1 1041 0.329454 0.245167 0.207396 0.217984 1 
1 1042 0.330253 0.244888 0.207047 0.217812 1 
1 1043 0.33109 0.244551 0.20671 0.217649 1 
1 1044 0.33196 0.24416 0.206386 0.217495 1 
1 1045 0.332857 0.243724 0.206072 0.217347 1 
1 1046 0.333778 0.243252 0.205765 0.217205 1 
1 1047 0.334715 0.242755 0.205463 0.217068 1 
1 1048 0.335662 0.242243 0.205161 0.216934 1 
1 1049 0.33661 0.241731 0.204855 0.216804 1 
1 1050 0.337552 0.241228 0.204544 0.216677 1 
1 1051 0.338475 0.240748 0.204223 0.216554 1 
1 1052 0.339371 0.240302 0.203891 0.216436 1 
1 1053 0.340227 0.239899 0.203549 0.216326 1 
1 1054 0.341031 0.239549 0.203196 0.216225 1 
1 1055 0.341771 0.239258 0.202834 0.216136 1 
1 1056 0.342436 0.239033 0.202469 0.216063 1 
1 1057 0.343013 0.238875 0.202104 0.216008 1 
1 1058 0.343493 0.238787 0.201746 0.215975 1 
1 1059 0.343865 0.238768 0.201402 0.215965 1 
1 1060 0.344123 0.238815 0.20108 0.215983 1 
1 1061 0.344259 0.238923 0.200789 0.216028 1 
1 1062 0.344272 0.239087 0.200539 0.216103 1 
1 1063 0.344158 0.239298 0.200336 0.216208 1 
1 1064 0.34392 0.23955 0.200189 0.216341 1 
1 1065 0.34356 0.239832 0.200106 0.216502 1 
1 1066 0.343085 0.240135 0.200092 0.216688 1 
1 1067 0.342502 0.24045 0.200152 0.216896 1 
1 1068 0.341824 0.240768 0.200288 0.21712 1 
1 1069 0.341063 0.241079 0.2005 0.217358 1 
1 1070 0.340232 0.241377 0.200788 0.217603 1 
1 1071 0.339349 0.241653 0.201148 0.217849 1 
1 1072 0.33843 0.241903 0.201576 0.218092 1 
1 1073 0.337492 0.24212 0.202063 0.218325 1 
1 1074 0.336553 0.242302 0.202601 0.218543 1 
1 1075 0.335631 0.242447 0.20318 0.218742 1 
1 1076 0.334741 0.242553 0.20379 0.218917 1 
1 1077 0.333898 0.242621 0.204417 0.219064 1 
1 1078 0.333115 0.242653 0.205051 0.219182 1 
1 1079 0.332402 0.24265 0.205679 0.219268 1 
1 1080 0.331769 0.242618 0.206289 0.219323 1 
1 1081 0.331221 0.242559 0.206872 0.219348 1 
1 1082 0.330759 0.24248 0.207418 0.219343 1 
1 1083 0.330383 0.242386 0.207919 0.219311 1 
1 1084 0.33009 0.242284 0.208369 0.219257 1 
1 1085 0.329874 0.242178 0.208764 0.219184 1 
1 1086 0.329724 0.242077 0.209101 0.219098 1 
1 1087 0.329631 0.241986 0.209381 0.219003 1 
1 1088 0.329581 0.241911 0.209604 0.218905 1 
1 1089 0.32956 0.241857 0.209774 0.218809 1 
1 1090 0.329554 0.24183 0.209895 0.218721 1 
1 1091 0.32955 0.241832 0.209973 0.218645 1 
1 1092 0.329532 0.241867 0.210015 0.218586 1 
1 1093 0.329491 0.241936 0.210028 0.218545 1 
1 1094 0.329417 0.242039 0.210018 0.218527 1 
1 1095 0.329302 0.242175 0.209992 0.218531 1 
1 1096 0.329144 0.242342 0.209956 0.218558 1 
1 1097 0.328942 0.242535 0.209916 0.218608 1 
1 1098 0.3287 0.242749 0.209874 0.218677 1 
1 1099 0.328426 0.242977 0.209834 0.218763 1 
1 1100 0.328131 0.243211 0.209797 0.218861 1 
1 1101 0.327829 0.243444 0.209761 0.218966 1 
1 1102 0.327538 0.243665 0.209725 0.219072 1 
1 1103 0.327276 0.243867 0.209684 0.219174 1 
1 1104 0.327064 0.244039 0.209635 0.219263 1 
1 1105 0.326924 0.244172 0.20957 0.219334 1 
1 1106 0.326876 0.24426 0.209484 0.21938 1 
1 1107 0.326941 0.244296 0.209369 0.219394 1 
1 1108 0.327135 0.244274 0.20922 0.219372 1 
1 1109 0.327473 0.24419 0.209028 0.219309 1 
1 1110 0.327966 0.244044 0.208789 0.219202 1 
1 1111 0.328619 0.243836 0.208497 0.219048 1 
1 1112 0.329436 0.243568 0.208149 0.218847 1 
1 1113 0.33041 0.243245 0.207745 0.2186 1 
1 1114 0.331535 0.242873 0.207283 0.218309 1 
1 1115 0.332793 0.242461 0.206766 0.21798 1 
1 1116 0.334168 0.242018 0.206198 0.217617 1 
1 1117 0.335632 0.241555 0.205585 0.217227 1 
1 1118 0.33716 0.241084 0.204937 0.21682 1 
1 1119 0.338718 0.240616 0.204262 0.216404 1 
1 1120 0.340272 0.240163 0.203574 0.215991 1 
1 1121 0.341788 0.239738 0.202884 0.21559 1 
1 1122 0.343229 0.23935 0.202207 0.215214 1 
1 1123 0.344559 0.239011 0.201557 0.214873 1 
1 1124 0.345745 0.238727 0.200951 0.214578 1 
1 1125 0.346756 0.238506 0.200401 0.214338 1 
1 1126 0.347563 0.238352 0.199923 0.214161 1 
1 1127 0.348146 0.238269 0.199529 0.214056 1 
1 1128 0.348485 0.238257 0.19923 0.214027 1 
1 1129 0.348568 0.238316 0.199037 0.214078 1 
1 1130 0.348391 0.238442 0.198956 0.214211 1 
1 1131 0.347954 0.23863 0.198993 0.214423 1 
1 1132 0.347265 0.238874 0.199148 0.214712 1 
1 1133 0.346338 0.239167 0.199422 0.215074 1 
1 1134 0.345192 0.239498 0.19981 0.2155 1 
1 1135 0.343854 0.239858 0.200306 0.215982 1 
1 1136 0.342353 0.240235 0.200902 0.216509 1 
1 1137 0.340726 0.240619 0.201584 0.21707 1 
1 1138 0.339011 0.240998 0.20234 0.217652 1 
1 1139 0.337246 0.24136 0.203153 0.218241 1 
1 1140 0.335475 0.241694 0.204007 0.218824 1 
1 1141 0.333737 0.241989 0.204884 0.21939 1 
1 1142 0.332074 0.242235 0.205766 0.219924 1 
1 1143 0.330521 0.242425 0.206636 0.220418 1 
1 1144 0.329114 0.242551 0.207475 0.220861 1 
1 1145 0.32788 0.242607 0.208268 0.221245 1 
1 1146 0.326844 0.242589 0.209001 0.221565 1 
1 1147 0.326024 0.242495 0.209662 0.221818 1 
1 1148 0.32543 0.242327 0.210242 0.222002 1 
1 1149 0.325066 0.242084 0.210733 0.222117 1 
1 1150 0.324929 0.241774 0.21113 0.222167 1 
1 1151 0.32501 0.2414 0.211434 0.222156 1 
1 1152 0.325291 0.240974 0.211645 0.22209 1 
1 1153 0.325751 0.240504 0.211767 0.221978 1 
1 1154 0.326362 0.240003 0.211807 0.221828 1 
1 1155 0.327093 0.239485 0.211773 0.221649 1 
1 1156 0.327911 0.238963 0.211675 0.221451 1 
1 1157 0.328778 0.238453 0.211525 0.221244 1 
1 1158 0.32966 0.237969 0.211334 0.221036 1 
1 1159 0.330521 0.237527 0.211115 0.220837 1 
1 1160 0.331329 0.237138 0.210881 0.220653 1 
1 1161 0.332053 0.236817 0.210641 0.220489 1 
1 1162 0.332668 0.236572 0.210408 0.220351 1 
1 1163 0.333157 0.236412 0.21019 0.220242 1 
1 1164 0.333504 0.236342 0.209993 0.220161 1 
1 1165 0.333703 0.236365 0.209824 0.220109 1 
1 1166 0.333753 0.236479 0.209685 0.220083 1 
1 1167 0.333662 0.236682 0.209577 0.220079 1 
1 1168 0.333442 0.236966 0.209499 0.220093 1 
1 1169 0.333111 0.237322 0.209447 0.22012 1 
1 1170 0.332694 0.237739 0.209416 0.220151 1 
1 1171 0.332218 0.238202 0.209399 0.22018 1 
1 1172 0.331714 0.238697 0.209388 0.220201 1 
1 1173 0.331215 0.239207 0.209374 0.220205 1 
1 1174 0.330753 0.239716 0.209345 0.220186 1 
1 1175 0.330362 0.240208 0.209292 0.220138 1 
1 1176 0.330071 0.240669 0.209205 0.220055 1 
1 1177 0.329907 0.241084 0.209075 0.219935 1 
1 1178 0.329893 0.241442 0.208892 0.219773 1 
1 1179 0.330047 0.241736 0.208649 0.219569 1 
1 1180 0.33038 0.241958 0.208342 0.219321 1 
1 1181 0.330896 0.242107 0.207966 0.219031 1 
1 1182 0.331596 0.242182 0.207521 0.218701 1 
1 1183 0.332469 0.242187 0.207009 0.218336 1 
1 1184 0.333501 0.242128 0.206432 0.217939 1 
1 1185 0.334672 0.242013 0.205798 0.217517 1 
1 1186 0.335954 0.241855 0.205116 0.217075 1 
1 1187 0.337318 0.241663 0.204396 0.216622 1 
1 1188 0.338728 0.241453 0.203653 0.216166 1 
1 1189 0.340147 0.241238 0.202902 0.215714 1 
1 1190 0.341538 0.24103 0.202158 0.215274 1 
1 1191 0.342863 0.240842 0.20144 0.214855 1 
1 1192 0.344085 0.240686 0.200765 0.214464 1 
1 1193 0.345169 0.24057 0.200151 0.21411 1 
1 1194 0.346085 0.240502 0.199615 0.213798 1 
1 1195 0.346807 0.240485 0.199172 0.213536 1 
1 1196 0.347313 0.240522 0.198838 0.213328 1 
1 1197 0.347587 0.240611 0.198622 0.213179 1 
1 1198 0.347622 0.24075 0.198535 0.213093 1 
1 1199 0.347413 0.240932 0.198583 0.213072 1 
1 1200 0.346966 0.24115 0.198767 0.213117 1 
1 1201 0.346289 0.241394 0.199088 0.213228 1 
1 1202 0.345399 0.241654 0.199542 0.213405 1 
1 1203 0.344315 0.24192 0.200121 0.213644 1 
1 1204 0.343062 0.24218 0.200815 0.213944 1 
1 1205 0.341669 0.242423 0.201609 0.214299 1 
1 1206 0.340167 0.242641 0.202489 0.214704 1 
1 1207 0.338587 0.242825 0.203435 0.215152 1 
1 1208 0.336963 0.242969 0.20443 0.215638 1 
1 1209 0.335328 0.243068 0.205451 0.216153 1 
1 1210 0.333711 0.243121 0.20648 0.216688 1 
1 1211 0.332143 0.243127 0.207495 0.217235 1 
1 1212 0.33065 0.243087 0.208477 0.217785 1 
1 1213 0.329255 0.243007 0.209408 0.21833 1 
1 1214 0.327978 0.24289 0.210273 0.218859 1 
1 1215 0.326835 0.242744 0.211056 0.219365 1 
1 1216 0.325836 0.242575 0.211749 0.21984 1 
1 1217 0.324992 0.242391 0.212341 0.220276 1 
1 1218 0.324304 0.2422 0.212828 0.220667 1 
1 1219 0.323775 0.242008 0.213209 0.221008 1 
1 1220 0.323401 0.241823 0.213482 0.221294 1 
1 1221 0.323178 0.241648 0.213652 0.221522 1 
1 1222 0.323097 0.241488 0.213725 0.22169 1 
1 1223 0.323149 0.241345 0.213708 0.221798 1 
1 1224 0.323322 0.241219 0.213611 0.221848 1 
1 1225 0.323604 0.241111 0.213445 0.22184 1 
1 1226 0.323982 0.241019 0.21322 0.221779 1 
1 1227 0.324442 0.24094 0.21295 0.221668 1 
1 1228 0.32497 0.240869 0.212646 0.221514 1 
1 1229 0.325554 0.240805 0.212319 0.221322 1 
1 1230 0.32618 0.240742 0.211979 0.221099 1 
1 1231 0.326835 0.240678 0.211636 0.220852 1 
1 1232 0.327507 0.240609 0.211297 0.220587 1 
1 1233 0.328187 0.240533 0.210968 0.220312 1 
1 1234 0.328865 0.24045 0.210653 0.220032 1 
1 1235 0.329532 0.240359 0.210355 0.219754 1 
1 1236 0.330182 0.240262 0.210075 0.219482 1 
1 1237 0.330808 0.240161 0.20981 0.219221 1 
1 1238 0.331408 0.240058 0.209559 0.218975 1 
1 1239 0.33198 0.239959 0.209317 0.218744 1 
1 1240 0.332522 0.239866 0.209081 0.218532 1 
1 1241 0.333036 0.239784 0.208843 0.218337 1 
1 1242 0.333526 0.239716 0.208599 0.218159 1 
1 1243 0.333994 0.239667 0.208342 0.217997 1 
1 1244 0.334448 0.239637 0.208067 0.217848 1 
1 1245 0.334892 0.239629 0.207768 0.217711 1 
1 1246 0.335336 0.239642 0.207442 0.217581 1 
1 1247 0.335786 0.239675 0.207085 0.217455 1 
1 1248 0.33625 0.239725 0.206695 0.21733 1 
1 1249 0.336736 0.239789 0.206271 0.217204 1 
1 1250 0.33725 0.239862 0.205816 0.217073 1 
1 1251 0.337797 0.239938 0.205331 0.216935 1 
1 1252 0.33838 0.240011 0.20482 0.216788 1 
1 1253 0.339001 0.240077 0.204289 0.216633 1 
1 1254 0.339659 0.240128 0.203745 0.216467 1 
1 1255 0.34035 0.240161 0.203196 0.216293 1 
1 1256 0.341068 0.240171 0.20265 0.216112 1 
1 1257 0.341803 0.240155 0.202117 0.215925 1 
1 1258 0.342546 0.240112 0.201607 0.215736 1 
1 1259 0.343281 0.240041 0.201129 0.215548 1 
1 1260 0.343995 0.239946 0.200694 0.215365 1 
1 1261 0.344669 0.239828 0.200311 0.215192 1 
1 1262 0.345287 0.239692 0.199988 0.215034 1 
1 1263 0.34583 0.239543 0.199733 0.214894 1 
1 1264 0.34628 0.239388 0.199553 0.214778 1 
1 1265 0.346622 0.239234 0.199453 0.214691 1 
1 1266 0.346838 0.239087 0.199437 0.214637 1 
1 1267 0.346917 0.238955 0.199508 0.214619 1 
1 1268 0.346848 0.238845 0.199667 0.214641 1 
1 1269 0.346622 0.238762 0.199912 0.214705 1 
1 1270 0.346234 0.238713 0.200241 0.214812 1 
1 1271 0.345684 0.238702 0.20065 0.214964 1 
1 1272 0.344972 0.238732 0.201135 0.215161 1 
1 1273 0.344105 0.238805 0.201688 0.215401 1 
1 1274 0.343091 0.238924 0.202302 0.215683 1 
1 1275 0.341941 0.239087 0.202968 0.216004 1 
1 1276 0.340669 0.239294 0.203677 0.21636 1 
1 1277 0.339292 0.239543 0.204419 0.216746 1 
1 1278 0.337828 0.239832 0.205182 0.217159 1 
1 1279 0.336297 0.240155 0.205957 0.217591 1 
1 1280 0.33472 0.240509 0.206734 0.218037 1 
1 1281 0.333119 0.240889 0.207501 0.218491 1 
1 1282 0.331515 0.241289 0.20825 0.218946 1 
1 1283 0.329931 0.241702 0.208971 0.219396 1 
1 1284 0.328389 0.242122 0.209656 0.219833 1 
1 1285 0.326908 0.242541 0.210298 0.220253 1 
1 1286 0.325508 0.242953 0.210891 0.220648 1 
1 1287 0.324208 0.243348 0.21143 0.221014 1 
1 1288 0.323023 0.243719 0.211911 0.221347 1 
1 1289 0.32197 0.244058 0.212331 0.221641 1 
1 1290 0.32106 0.244357 0.212689 0.221894 1 
1 1291 0.320304 0.24461 0.212983 0.222104 1 
1 1292 0.31971 0.244809 0.213214 0.222267 1 
1 1293 0.319284 0.244948 0.213384 0.222383 1 
1 1294 0.319029 0.245025 0.213494 0.222452 1 
1 1295 0.318946 0.245034 0.213545 0.222474 1 
1 1296 0.319032 0.244976 0.213542 0.22245 1 
1 1297 0.319283 0.24485 0.213486 0.222381 1 
1 1298 0.319692 0.244659 0.213381 0.222269 1 
1 1299 0.320248 0.244407 0.213228 0.222116 1 
1 1300 0.320941 0.244101 0.213031 0.221926 1 
1 1301 0.321756 0.243749 0.212793 0.221702 1 
1 1302 0.322679 0.243361 0.212514 0.221447 1 
1 1303 0.323692 0.242947 0.212197 0.221165 1 
1 1304 0.324778 0.24252 0.211843 0.22086 1 
1 1305 0.325919 0.242091 0.211454 0.220537 1 
1 1306 0.327096 0.241674 0.21103 0.2202 1 
1 1307 0.328293 0.24128 0.210574 0.219853 1 
1 1308 0.329492 0.240919 0.210087 0.219502 1 
1 1309 0.330677 0.240603 0.20957 0.219151 1 
1 1310 0.331833 0.240337 0.209025 0.218804 1 
1 1311 0.332948 0.240128 0.208456 0.218467 1 
1 1312 0.33401 0.23998 0.207866 0.218145 1 
1 1313 0.335011 0.239892 0.207258 0.21784 1 
1 1314 0.335943 0.239863 0.206638 0.217556 1 
1 1315 0.336801 0.23989 0.20601 0.217298 1 
1 1316 0.337583 0.239967 0.205382 0.217068 1 
1 1317 0.338287 0.240085 0.20476 0.216868 1 
1 1318 0.338914 0.240236 0.204151 0.216699 1 
1 1319 0.339466 0.240409 0.203563 0.216562 1 
1 1320 0.339946 0.240594 0.203003 0.216456 1 
1 1321 0.340358 0.24078 0.202479 0.216382 1 
1 1322 0.340707 0.240957 0.201999 0.216338 1 
1 1323 0.340996 0.241115 0.201568 0.216321 1 
1 1324 0.341232 0.241245 0.201194 0.216329 1 
1 1325 0.341419 0.241342 0.200881 0.216358 1 
1 1326 0.341561 0.241399 0.200634 0.216406 1 
1 1327 0.341662 0.241414 0.200455 0.216468 1 
1 1328 0.341727 0.241385 0.200347 0.216542 1 
1 1329 0.341756 0.241312 0.20031 0.216623 1 
1 1330 0.341752 0.241197 0.200343 0.216708 1 
1 1331 0.341716 0.241044 0.200445 0.216795 1 
1 1332 0.341648 0.240858 0.200612 0.216882 1 
1 1333 0.341547 0.240645 0.200841 0.216967 1 
1 1334 0.341414 0.240412 0.201126 0.217049 1 
1 1335 0.341245 0.240165 0.201462 0.217128 1 
1 1336 0.341038 0.239913 0.201844 0.217204 1 
1 1337 0.340793 0.239662 0.202266 0.21728 1 
1 1338 0.340504 0.239421 0.20272 0.217355 1 
1 1339 0.34017 0.239195 0.203202 0.217433 1 
1 1340 0.339788 0.238992 0.203704 0.217516 1 
1 1341 0.339355 0.238816 0.204223 0.217606 1 
1 1342 0.338869 0.238673 0.204752 0.217706 1 
1 1343 0.338327 0.238567 0.205287 0.217819 1 
1 1344 0.337728 0.238501 0.205824 0.217947 1 
1 1345 0.337071 0.238477 0.20636 0.218091 1 
1 1346 0.336355 0.238498 0.206893 0.218254 1 
1 1347 0.335582 0.238563 0.207418 0.218437 1 
1 1348 0.334753 0.238672 0.207935 0.218639 1 
1 1349 0.333871 0.238826 0.208442 0.218861 1 
1 1350 0.332939 0.239023 0.208937 0.219101 1 
1 1351 0.331964 0.23926 0.209418 0.219359 1 
1 1352 0.33095 0.239535 0.209883 0.219631 1 
1 1353 0.329907 0.239843 0.210332 0.219917 1 
1 1354 0.328844 0.240181 0.210762 0.220213 1 
1 1355 0.32777 0.240543 0.211171 0.220516 1 
1 1356 0.326697 0.240923 0.211557 0.220823 1 
1 1357 0.325637 0.241316 0.211916 0.221131 1 
1 1358 0.324605 0.241714 0.212246 0.221435 1 
1 1359 0.323614 0.24211 0.212543 0.221734 1 
1 1360 0.322678 0.242496 0.212804 0.222023 1 
1 1361 0.321811 0.242866 0.213024 0.222299 1 
1 1362 0.321029 0.243212 0.2132 0.222559 1 
1 1363 0.320345 0.243527 0.213328 0.2228 1 
1 1364 0.319772 0.243805 0.213404 0.223019 1 
1 1365 0.319322 0.24404 0.213424 0.223214 1 
1 1366 0.319006 0.244227 0.213386 0.223381 1 
1 1367 0.318831 0.244365 0.213285 0.223518 1 
1 1368 0.318806 0.24445 0.213121 0.223622 1 
1 1369 0.318935 0.244483 0.212892 0.22369 1 
1 1370 0.319219 0.244465 0.212598 0.223719 1 
1 1371 0.319659 0.244398 0.212238 0.223706 1 
1 1372 0.320252 0.244286 0.211814 0.223648 1 
1 1373 0.320992 0.244134 0.211329 0.223544 1 
1 1374 0.321872 0.243949 0.210788 0.223391 1 
1 1375 0.322881 0.243738 0.210194 0.223187 1 
1 1376 0.324006 0.243508 0.209555 0.222931 1 
1 1377 0.325233 0.243266 0.208878 0.222623 1 
1 1378 0.326544 0.243021 0.208172 0.222263 1 
1 1379 0.327922 0.242778 0.207446 0.221853 1 
1 1380 0.329347 0.242545 0.206712 0.221397 1 
1 1381 0.330798 0.242326 0.205979 0.220897 1 
1 1382 0.332256 0.242124 0.205259 0.220361 1 
1 1383 0.333698 0.241943 0.204565 0.219794 1 
1 1384 0.335104 0.241784 0.203907 0.219205 1 
1 1385 0.336455 0.241645 0.203297 0.218603 1 
1 1386 0.337732 0.241525 0.202744 0.217999 1 
1 1387 0.338918 0.24142 0.202259 0.217403 1 
1 1388 0.339998 0.241326 0.201849 0.216827 1 
1 1389 0.340958 0.241239 0.201521 0.216282 1 
1 1390 0.341788 0.241151 0.201281 0.215781 1 
1 1391 0.34248 0.241058 0.20113 0.215332 1 
1 1392 0.343029 0.240953 0.201071 0.214947 1 
1 1393 0.343433 0.240831 0.201102 0.214634 1 
1 1394 0.343693 0.240687 0.201222 0.214398 1 
1 1395 0.343813 0.240516 0.201425 0.214246 1 
1 1396 0.343799 0.240316 0.201706 0.214179 1 
1 1397 0.343661 0.240085 0.202056 0.214197 1 
1 1398 0.343411 0.239823 0.202466 0.214299 1 
1 1399 0.343062 0.239531 0.202927 0.214481 1 
1 1400 0.342628 0.23921 0.203427 0.214735 1 
1 1401 0.342128 0.238866 0.203954 0.215053 1 
1 1402 0.341577 0.238502 0.204497 0.215424 1 
1 1403 0.340993 0.238124 0.205045 0.215839 1 
1 1404 0.340392 0.23774 0.205585 0.216283 1 
1 1405 0.339791 0.237357 0.206108 0.216744 1 
1 1406 0.339204 0.236983 0.206604 0.217209 1 
1 1407 0.338643 0.236626 0.207065 0.217666 1 
1 1408 0.338119 0.236294 0.207483 0.218104 1 
1 1409 0.337639 0.235996 0.207853 0.218512 1 
1 1410 0.337209 0.235738 0.20817 0.218882 1 
1 1411 0.33683 0.235529 0.208432 0.219209 1 
1 1412 0.336502 0.235373 0.208638 0.219487 1 
1 1413 0.336221 0.235277 0.208788 0.219714 1 
1 1414 0.33598 0.235244 0.208884 0.219892 1 
1 1415 0.335771 0.235277 0.208929 0.220023 1 
1 1416 0.335583 0.235377 0.208928 0.220111 1 
1 1417 0.335404 0.235547 0.208886 0.220163 1 
1 1418 0.335221 0.235783 0.208809 0.220187 1 
1 1419 0.335021 0.236084 0.208704 0.22019 1 
1 1420 0.33479 0.236447 0.208579 0.220183 1 
1 1421 0.334518 0.236867 0.208441 0.220175 1 
1 1422 0.334192 0.237336 0.208297 0.220174 1 
1 1423 0.333805 0.23785 0.208155 0.22019 1 
1 1424 0.333352 0.238399 0.208021 0.220228 1 
1 1425 0.332829 0.238975 0.207901 0.220295 1 
1 1426 0.332236 0.239569 0.2078 0.220395 1 
1 1427 0.331578 0.24017 0.207723 0.22053 1 
1 1428 0.330861 0.240769 0.207672 0.220699 1 
1 1429 0.330096 0.241356 0.207649 0.2209 1 
1 1430 0.329295 0.241921 0.207654 0.221129 1 
1 1431 0.328476 0.242454 0.207688 0.221382 1 
1 1432 0.327657 0.242947 0.207746 0.22165 1 
1 1433 0.326856 0.243392 0.207827 0.221925 1 
1 1434 0.326096 0.243781 0.207926 0.222197 1 
1 1435 0.325396 0.244109 0.208036 0.222459 1 
1 1436 0.324779 0.24437 0.208153 0.222699 1 
1 1437 0.324263 0.244561 0.208268 0.222908 1 
1 1438 0.323865 0.244681 0.208376 0.223078 1 
1 1439 0.323602 0.244728 0.208468 0.223202 1 
1 1440 0.323485 0.244705 0.208537 0.223273 1 
1 1441 0.323522 0.244613 0.208577 0.223288 1 
1 1442 0.32372 0.244456 0.208582 0.223242 1 
1 1443 0.324077 0.244241 0.208546 0.223136 1 
1 1444 0.324592 0.243972 0.208466 0.22297 1 
1 1445 0.325257 0.243659 0.208337 0.222746 1 
1 1446 0.326061 0.243309 0.20816 0.22247 1 
1 1447 0.326989 0.242931 0.207934 0.222146 1 
1 1448 0.328024 0.242534 0.20766 0.221782 1 
1 1449 0.329144 0.242129 0.207341 0.221385 1 
1 1450 0.33033 0.241723 0.206983 0.220964 1 
1 1451 0.331556 0.241325 0.206591 0.220528 1 
1 1452 0.332799 0.240943 0.206173 0.220085 1 
1 1453 0.334037 0.240585 0.205736 0.219643 1 
1 1454 0.335244 0.240255 0.20529 0.219211 1 
1 1455 0.336401 0.239958 0.204845 0.218795 1 
1 1456 0.337488 0.239698 0.204411 0.218403 1 
1 1457 0.338488 0.239474 0.203998 0.21804 1 
1 1458 0.339387 0.239288 0.203617 0.217708 1 
1 1459 0.340173 0.239138 0.203277 0.217412 1 
1 1460 0.34084 0.23902 0.202988 0.217152 1 
1 1461 0.341382 0.238932 0.202756 0.216929 1 
1 1462 0.3418 0.238868 0.202589 0.216743 1 
1 1463 0.342094 0.238823 0.202491 0.216592 1 
1 1464 0.34227 0.238791 0.202467 0.216473 1 
1 1465 0.342335 0.238766 0.202516 0.216383 1 
1 1466 0.3423 0.238743 0.202639 0.216318 1 
1 1467 0.342176 0.238715 0.202834 0.216275 1 
1 1468 0.341976 0.238678 0.203096 0.21625 1 
1 1469 0.341714 0.238629 0.203419 0.216238 1 
1 1470 0.341405 0.238563 0.203796 0.216236 1 
1 1471 0.341062 0.238481 0.204217 0.21624 1 
1 1472 0.340698 0.23838 0.204673 0.216249 1 
1 1473 0.340328 0.238261 0.205152 0.216259 1 
1 1474 0.339962 0.238125 0.205643 0.21627 1 
1 1475 0.33961 0.237975 0.206135 0.21628 1 
1 1476 0.339281 0.237813 0.206615 0.216291 1 
1 1477 0.338979 0.237643 0.207075 0.216304 1 
1 1478 0.338709 0.237469 0.207503 0.216319 1 
1 1479 0.338472 0.237295 0.207893 0.216339 1 
1 1480 0.338268 0.237126 0.208238 0.216368 1 
1 1481 0.338093 0.236965 0.208533 0.216409 1 
1 1482 0.337943 0.236817 0.208775 0.216464 1 
1 1483 0.337811 0.236686 0.208964 0.216539 1 
1 1484 0.33769 0.236574 0.209101 0.216635 1 
1 1485 0.337569 0.236487 0.209189 0.216756 1 
1 1486 0.337438 0.236425 0.209232 0.216905 1 
1 1487 0.337287 0.236393 0.209237 0.217083 1 
1 1488 0.337105 0.236392 0.209211 0.217292 1 
1 1489 0.336882 0.236425 0.20916 0.217533 1 
1 1490 0.336609 0.236495 0.209092 0.217803 1 
1 1491 0.336277 0.236604 0.209016 0.218103 1 
1 1492 0.335879 0.236754 0.208938 0.218429 1 
1 1493 0.335412 0.236946 0.208864 0.218778 1 
1 1494 0.334873 0.237184 0.208799 0.219145 1 
1 1495 0.334262 0.237467 0.208745 0.219526 1 
1 1496 0.333584 0.237797 0.208706 0.219914 1 
1 1497 0.332842 0.238174 0.20868 0.220304 1 
1 1498 0.332048 0.238597 0.208666 0.220689 1 
1 1499 0.331211 0.239065 0.208662 0.221063 1 
1 1500 0.330346 0.239574 0.208661 0.221419 1 
1 1501 0.329471 0.24012 0.208658 0.221751 1 
1 1502 0.328601 0.240697 0.208647 0.222054 1 
1 1503 0.327758 0.241298 0.20862 0.222324 1 
1 1504 0.326962 0.241913 0.20857 0.222554 1 
1 1505 0.326234 0.242532 0.208491 0.222744 1 
1 1506 0.325592 0.243143 0.208376 0.222889 1 
1 1507 0.325058 0.243735 0.208219 0.222988 1 
1 1508 0.324647 0.244294 0.208017 0.223041 1 
1 1509 0.324376 0.244808 0.207767 0.223049 1 
1 1510 0.324255 0.245263 0.207469 0.223013 1 
1 1511 0.324295 0.245648 0.207123 0.222934 1 
1 1512 0.3245 0.245953 0.206733 0.222815 1 
1 1513 0.32487 0.246168 0.206302 0.22266 1 
1 1514 0.325402 0.246288 0.205837 0.222472 1 
1 1515 0.326089 0.246308 0.205346 0.222256 1 
1 1516 0.326919 0.246228 0.204838 0.222014 1 
1 1517 0.327877 0.24605 0.204321 0.221752 1 
1 1518 0.328944 0.245778 0.203806 0.221472 1 
1 1519 0.330098 0.24542 0.203304 0.221179 1 
1 1520 0.331315 0.244986 0.202824 0.220875 1 
1 1521 0.332572 0.24449 0.202375 0.220563 1 
1 1522 0.333842 0.243945 0.201967 0.220246 1 
1 1523 0.335101 0.243367 0.201607 0.219925 1 
1 1524 0.336323 0.242772 0.201301 0.219603 1 
1 1525 0.337488 0.242178 0.201055 0.219279 1 
1 1526 0.338574 0.241598 0.200872 0.218956 1 
